Date,City,Country,Latitude,Longitude,Magnitude,Depth_km,Impact_Score,Datetime,Year,Month
2024-12-16,88 km ESE of Yigo Village,Guam,13.211,145.6385,5.0,19.08,385,2024-12-16 14:07:48,2024,12
2024-12-16,68 km SE of Amahai,Indonesia,-3.8297,129.3035,5.5,24.81,465,2024-12-16 10:14:44,2024,12
2024-12-16,67 km WSW of Padang,Indonesia,-1.2187,99.8064,5.1,57.78,400,2024-12-16 03:50:05,2024,12
2024-12-16,Pacific-Antarctic Ridge,Pacific-Antarctic Ridge,-62.4933,-161.8819,5.1,10.0,400,2024-12-16 01:20:36,2024,12
2024-12-16,17 km ENE of Sidi Akkacha,Algeria,36.5002,1.4923,5.0,9.3,394,2024-12-16 00:09:46,2024,12
2024-12-15,112 km ESE of Petropavlovsk-Kamchatsky,Russia,52.864,160.2654,5.1,39.45,400,2024-12-15 21:42:38,2024,12
2024-12-15,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-47.2108,-13.263,5.0,10.0,385,2024-12-15 21:12:19,2024,12
2024-12-15,135 km W of Neiafu,Tonga,-18.7256,-175.265,5.9,232.0,536,2024-12-15 15:03:39,2024,12
2024-12-15,37 km SW of Santiago Tepextla,Mexico,16.0802,-98.6778,5.0,10.0,385,2024-12-15 09:58:33,2024,12
2024-12-15,77 km WNW of Petrolia,CA,40.4141666666667,-125.183666666667,5.25,10.0,780,2024-12-15 07:21:59,2024,12
2024-12-15,44 km ESE of Gizo,Solomon Islands,-8.3288,157.1814,5.1,10.0,400,2024-12-15 01:33:55,2024,12
2024-12-15,Mid-Indian Ridge,Mid-Indian Ridge,-9.3134,67.0775,5.1,10.0,400,2024-12-15 00:07:53,2024,12
2024-12-14,127 km NW of Ternate,Indonesia,1.5829,126.5578,5.2,36.66,416,2024-12-14 17:38:15,2024,12
2024-12-14,43 km ENE of Wainui,New Zealand,-38.574,178.5483,5.2,10.0,418,2024-12-14 10:20:26,2024,12
2024-12-14,South Sandwich Islands region,South Sandwich Islands region,-60.3888,-28.8822,5.3,10.0,432,2024-12-14 03:00:47,2024,12
2024-12-13,56 km ESE of Molina,Chile,-35.33,-70.7256,6.4,109.0,872,2024-12-13 23:38:18,2024,12
2024-12-13,114 km SSW of Adak,Alaska,50.8662,-176.9958,5.0,10.0,385,2024-12-13 06:56:17,2024,12
2024-12-12,Izu Islands,Japan region,30.5343,141.8867,5.1,10.0,400,2024-12-12 19:55:19,2024,12
2024-12-12,136 km SSE of Lata,Solomon Islands,-11.9257,166.0867,5.2,10.0,417,2024-12-12 19:46:40,2024,12
2024-12-12,148 km SSE of Lata,Solomon Islands,-12.0104,166.179,5.3,10.0,432,2024-12-12 19:37:09,2024,12
2024-12-12,147 km SSE of Lata,Solomon Islands,-12.021,166.116,5.2,10.0,416,2024-12-12 17:29:51,2024,12
2024-12-12,82 km SSW of Leava,Wallis and Futuna,-14.987,-178.4335,5.5,10.0,465,2024-12-12 01:51:35,2024,12
2024-12-11,Kermadec Islands,New Zealand,-30.5243,-178.2075,5.1,49.38,400,2024-12-11 20:57:12,2024,12
2024-12-11,149 km SSE of Lata,Solomon Islands,-12.0283,166.1557,5.4,10.0,449,2024-12-11 16:43:59,2024,12
2024-12-11,70 km WSW of Pagar Alam,Indonesia,-4.3369,102.6968,5.1,68.48,400,2024-12-11 10:23:35,2024,12
2024-12-10,96 km SSW of Adak,Alaska,51.0964,-177.2531,5.9,20.0,537,2024-12-10 18:04:34,2024,12
2024-12-10,Southwest Indian Ridge,Southwest Indian Ridge,-35.9913,53.4047,5.3,10.0,432,2024-12-10 07:50:56,2024,12
2024-12-10,115 km SSW of Adak,Alaska,50.9314,-177.3197,5.1,10.0,400,2024-12-10 03:44:14,2024,12
2024-12-09,2024 Parker Butte,Nevada Earthquake,39.1675,-119.0238,5.7,9.3,1110,2024-12-09 23:08:31,2024,12
2024-12-09,97 km SE of False Pass,Alaska,54.177,-162.4476,5.0,35.0,385,2024-12-09 17:34:04,2024,12
2024-12-09,Mid-Indian Ridge,Mid-Indian Ridge,-9.106,66.8004,5.6,10.0,482,2024-12-09 17:25:21,2024,12
2024-12-09,115 km SSW of Adak,Alaska,50.9904,-177.5184,5.3,14.58,432,2024-12-09 16:48:11,2024,12
2024-12-09,118 km SW of Adak,Alaska,51.0055,-177.6184,5.7,17.0,501,2024-12-09 16:31:44,2024,12
2024-12-09,southern East Pacific Rise,southern East Pacific Rise,-35.5103,-106.2072,5.0,10.0,385,2024-12-09 14:00:09,2024,12
2024-12-09,200 km SW of Bandar Lampung,Indonesia,-6.6387,103.9098,5.1,35.0,400,2024-12-09 08:21:04,2024,12
2024-12-09,128 km SSW of Adak,Alaska,50.8208,-177.408,5.1,10.0,400,2024-12-09 05:56:47,2024,12
2024-12-09,2 km SSE of Conchagua,El Salvador,13.2899,-87.8532,5.6,10.0,694,2024-12-09 03:50:29,2024,12
2024-12-09,132 km SSW of Adak,Alaska,50.7985,-177.4463,5.1,10.0,400,2024-12-09 03:38:12,2024,12
2024-12-09,135 km SSW of Adak,Alaska,50.7926,-177.5273,5.6,10.0,482,2024-12-09 03:31:56,2024,12
2024-12-09,134 km SSW of Adak,Alaska,50.7894,-177.4811,5.2,10.0,416,2024-12-09 03:30:23,2024,12
2024-12-09,123 km SSW of Adak,Alaska,50.9203,-177.5413,5.7,20.0,500,2024-12-09 03:26:40,2024,12
2024-12-09,132 km SSW of Adak,Alaska,50.7143,-177.0971,5.5,10.0,465,2024-12-09 00:39:50,2024,12
2024-12-09,126 km SSW of Adak,Alaska,50.8586,-177.443,6.1,10.0,573,2024-12-09 00:38:52,2024,12
2024-12-09,122 km SSW of Adak,Alaska,50.8375,-177.2197,5.2,10.0,416,2024-12-09 00:30:38,2024,12
2024-12-09,121 km SSW of Adak,Alaska,50.8216,-177.0911,5.2,10.0,416,2024-12-09 00:22:08,2024,12
2024-12-09,124 km SSW of Adak,Alaska,50.8157,-177.1953,5.0,10.0,385,2024-12-09 00:21:51,2024,12
2024-12-09,104 km SSW of Adak,Alaska,50.9985,-177.1779,6.3,19.0,611,2024-12-09 00:15:30,2024,12
2024-12-08,124 km SSW of Adak,Alaska,50.8303,-177.2981,5.8,10.0,518,2024-12-08 21:02:49,2024,12
2024-12-08,98 km SSW of Adak,Alaska,51.0688,-177.2241,5.4,10.0,449,2024-12-08 20:39:20,2024,12
2024-12-08,central East Pacific Rise,central East Pacific Rise,-9.1484,-109.7729,5.1,10.0,400,2024-12-08 20:27:27,2024,12
2024-12-08,108 km SSW of Adak,Alaska,51.0018,-177.3278,6.3,18.0,613,2024-12-08 19:57:08,2024,12
2024-12-08,central East Pacific Rise,central East Pacific Rise,-9.3184,-109.9235,5.6,10.0,482,2024-12-08 18:07:49,2024,12
2024-12-08,central East Pacific Rise,central East Pacific Rise,-8.8293,-109.3827,5.5,10.0,465,2024-12-08 16:41:20,2024,12
2024-12-08,central East Pacific Rise,central East Pacific Rise,-8.9965,-109.5871,5.3,10.0,432,2024-12-08 16:26:06,2024,12
2024-12-08,Kuril Islands,Kuril Islands,48.867,152.3071,6.0,207.0,554,2024-12-08 10:25:00,2024,12
2024-12-08,125 km WNW of Ternate,Indonesia,1.2221,126.3376,5.0,36.88,385,2024-12-08 02:44:29,2024,12
2024-12-08,110 km WNW of Höfn,Iceland,64.6401,-17.3171,5.1,10.0,400,2024-12-08 01:49:44,2024,12
2024-12-07,150 km ENE of ‘Ohonua,Tonga,-20.9885,-173.558,5.4,10.0,449,2024-12-07 23:25:12,2024,12
2024-12-07,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-40.3557,-16.7546,5.9,10.0,536,2024-12-07 17:31:59,2024,12
2024-12-07,165 km W of Sanana,Indonesia,-2.1059,124.4895,5.1,10.0,400,2024-12-07 09:41:25,2024,12
2024-12-07,42 km WSW of Carahue,Chile,-38.9157,-73.5759,5.3,36.96,454,2024-12-07 06:26:27,2024,12
2024-12-07,West Chile Rise,West Chile Rise,-36.8307,-96.1882,5.4,10.0,449,2024-12-07 02:17:11,2024,12
2024-12-06,235 km WNW of Gorontalo,Indonesia,1.5039,121.1742,5.5,32.85,465,2024-12-06 17:15:00,2024,12
2024-12-06,14 km NW of Fangale’ounga,Tonga,-19.665,-174.4239,5.1,62.25,400,2024-12-06 10:28:40,2024,12
2024-12-05,127 km ESE of Neiafu,Tonga,-18.9934,-172.8301,5.0,10.0,385,2024-12-05 21:56:40,2024,12
2024-12-05,central East Pacific Rise,central East Pacific Rise,-4.1747,-104.4525,5.1,10.0,400,2024-12-05 19:41:07,2024,12
2024-12-05,2024 Offshore Cape Mendocino,California Earthquake,40.374,-125.021666666667,7.0,10.0,1544,2024-12-05 18:44:21,2024,12
2024-12-05,South Sandwich Islands region,South Sandwich Islands region,-55.9482,-27.9128,5.1,111.73,400,2024-12-05 16:51:20,2024,12
2024-12-05,103 km NNW of San Antonio de los Cobres,Argentina,-23.3549,-66.702,5.2,208.84,416,2024-12-05 13:39:52,2024,12
2024-12-05,165 km SW of Nikolski,Alaska,52.1082,-170.8903,5.6,38.28,483,2024-12-05 11:48:03,2024,12
2024-12-05,8 km SSW of Sarai Alamgir,Pakistan,32.8339,73.7141,5.2,10.0,427,2024-12-05 06:21:22,2024,12
2024-12-05,23 km ESE of Masjed Soleymān,Iran,31.8637,49.5366,5.0,10.0,385,2024-12-05 05:38:47,2024,12
2024-12-05,31 km SE of Masjed Soleymān,Iran,31.7601,49.569,5.4,17.0,462,2024-12-05 04:02:40,2024,12
2024-12-04,146 km SSE of Itoman,Japan,24.8543,128.0555,5.0,10.0,385,2024-12-04 16:53:01,2024,12
2024-12-04,West Chile Rise,West Chile Rise,-43.8524,-81.8305,5.3,10.0,432,2024-12-04 07:11:47,2024,12
2024-12-04,49 km NE of Mulugu,India,18.4471,80.3296,5.0,10.0,482,2024-12-04 01:56:58,2024,12
2024-12-04,90 km SSE of Yonakuni,Japan,23.6859,123.2599,5.0,10.0,385,2024-12-04 00:09:30,2024,12
2024-12-03,5 km SE of Bangui,Philippines,18.5003,120.7963,5.7,34.0,503,2024-12-03 18:54:41,2024,12
2024-12-03,148 km SE of Mil’kovo,Russia,53.9198,160.4762,5.0,65.56,385,2024-12-03 16:57:07,2024,12
2024-12-03,122 km ESE of Sarangani,Philippines,4.8557,126.4225,5.1,14.2,400,2024-12-03 16:09:11,2024,12
2024-12-03,Fiji region,Fiji region,-21.1248,-178.8369,5.4,583.79,449,2024-12-03 08:06:04,2024,12
2024-12-03,southeast Indian Ridge,southeast Indian Ridge,-41.1787,85.6711,5.1,10.0,400,2024-12-03 07:29:29,2024,12
2024-12-02,southeast Indian Ridge,southeast Indian Ridge,-48.7259,106.5354,5.0,10.0,385,2024-12-02 15:11:52,2024,12
2024-12-02,223 km ESE of Yigo Village,Guam,13.1373,146.9085,5.0,10.0,385,2024-12-02 01:01:11,2024,12
2024-12-01,Mid-Indian Ridge,Mid-Indian Ridge,-35.6747,78.3733,5.0,10.0,385,2024-12-01 06:12:22,2024,12
2024-11-30,Revilla Gigedo Islands region,Revilla Gigedo Islands region,19.3496,-108.5141,5.4,10.0,449,2024-11-30 15:08:50,2024,11
2024-11-30,south of the Fiji Islands,south of the Fiji Islands,-24.0403,179.7868,5.1,531.35,400,2024-11-30 13:15:40,2024,11
2024-11-30,253 km N of Saipan,Northern Mariana Islands,17.5037,145.8664,5.1,198.53,400,2024-11-30 10:33:40,2024,11
2024-11-30,80 km SSE of Yonakuni,Japan,23.8314,123.383,5.2,19.91,416,2024-11-30 09:07:01,2024,11
2024-11-30,91 km NE of Hirara,Japan,25.3021,126.0218,5.7,49.02,501,2024-11-30 08:46:16,2024,11
2024-11-30,227 km WSW of Santiago de Cao,Peru,-8.8882,-81.0822,5.2,10.0,417,2024-11-30 00:36:00,2024,11
2024-11-28,Kermadec Islands region,Kermadec Islands region,-28.9149,-176.9352,5.0,35.0,385,2024-11-28 18:41:42,2024,11
2024-11-28,Mid-Indian Ridge,Mid-Indian Ridge,-20.3197,67.89,5.0,10.0,385,2024-11-28 15:40:55,2024,11
2024-11-27,119 km E of Hicks Bay,New Zealand,-37.6381,179.6542,5.8,19.0,522,2024-11-27 22:03:56,2024,11
2024-11-27,1 km NNE of Concepcion,Philippines,15.4608,120.8046,5.7,182.0,501,2024-11-27 21:58:45,2024,11
2024-11-27,109 km SSW of Tsengel,Mongolia,48.5992,100.2142,5.0,10.0,385,2024-11-27 20:34:40,2024,11
2024-11-27,west of Macquarie Island,west of Macquarie Island,-59.2025,149.2152,5.0,10.0,385,2024-11-27 18:06:50,2024,11
2024-11-27,49 km ENE of Bacolod,Philippines,9.1414,126.6882,5.0,6.19,385,2024-11-27 08:59:03,2024,11
2024-11-26,159 km SSW of Severo-Kuril’sk,Russia,49.307,155.4628,5.4,51.58,449,2024-11-26 21:01:48,2024,11
2024-11-26,38 km WNW of Hakui,Japan,36.9549,136.3653,6.1,8.0,608,2024-11-26 13:47:03,2024,11
2024-11-26,21 km NW of Ovalle,Chile,-30.4554,-71.3521,5.1,47.1,402,2024-11-26 12:33:09,2024,11
2024-11-26,63 km NE of Masohi,Indonesia,-2.903,129.3838,5.0,10.0,385,2024-11-26 07:55:04,2024,11
2024-11-26,52 km SE of Ōfunato,Japan,38.7149,142.1147,5.3,44.2,433,2024-11-26 04:31:21,2024,11
2024-11-25,Izu Islands,Japan region,29.2609,140.7624,5.0,94.02,385,2024-11-25 15:37:42,2024,11
2024-11-24,1 km NNE of Mbamba Bay,Tanzania,-11.2689,34.7704,5.0,10.0,386,2024-11-24 07:58:36,2024,11
2024-11-23,Macquarie Island region,Macquarie Island region,-55.584,158.4021,5.1,10.0,400,2024-11-23 23:55:54,2024,11
2024-11-23,230 km E of Levuka,Fiji,-17.8504,-178.5153,5.9,587.88,536,2024-11-23 19:04:30,2024,11
2024-11-23,19 km NE of Ambunti,Papua New Guinea,-4.1071,142.954,5.0,89.52,385,2024-11-23 14:43:18,2024,11
2024-11-23,189 km WSW of Lorengau,Papua New Guinea,-2.8084,145.7523,5.1,10.0,400,2024-11-23 10:47:50,2024,11
2024-11-23,195 km WSW of Lorengau,Papua New Guinea,-2.8697,145.7214,5.1,10.0,400,2024-11-23 10:25:35,2024,11
2024-11-22,southwest of Africa,southwest of Africa,-53.0712,19.6854,5.0,10.0,385,2024-11-22 11:25:19,2024,11
2024-11-22,98 km NNE of Tobelo,Indonesia,2.5891,128.2336,5.1,68.89,400,2024-11-22 07:51:05,2024,11
2024-11-21,176 km SSW of Merizo Village,Guam,11.7017,144.3333,5.0,10.0,385,2024-11-21 15:39:48,2024,11
2024-11-21,188 km W of Abepura,Indonesia,-2.32,138.9634,5.2,35.77,416,2024-11-21 12:12:53,2024,11
2024-11-21,7 km E of Borāzjān,Iran,29.2777,51.2977,5.0,10.0,385,2024-11-21 04:59:15,2024,11
2024-11-20,148 km SSW of Hihifo,Tonga,-17.1616,-174.4037,5.1,169.49,400,2024-11-20 18:44:13,2024,11
2024-11-20,21 km ESE of Vostok,Russia,46.4137,136.0994,5.1,437.35,400,2024-11-20 15:09:04,2024,11
2024-11-20,Pagan region,Northern Mariana Islands,18.1848,145.4512,5.0,289.2,385,2024-11-20 14:55:42,2024,11
2024-11-20,Greenland Sea,Greenland Sea,79.8553,1.618,5.7,2.41,500,2024-11-20 14:43:51,2024,11
2024-11-20,118 km WNW of Houma,Tonga,-20.7318,-176.3434,5.5,212.56,466,2024-11-20 10:42:56,2024,11
2024-11-20,148 km S of Lata,Solomon Islands,-12.0635,165.7646,5.3,10.0,432,2024-11-20 09:26:28,2024,11
2024-11-19,59 km S of Ōyama,Japan,34.0768,138.3387,5.0,249.02,388,2024-11-19 18:36:11,2024,11
2024-11-19,23 km S of Pondaguitan,Philippines,6.1462,126.1658,5.1,105.1,401,2024-11-19 08:34:02,2024,11
2024-11-19,48 km WNW of Houma,Tonga,-21.0456,-175.7525,5.6,8.0,482,2024-11-19 02:41:52,2024,11
2024-11-18,37 km N of Basco,Philippines,20.7794,121.9014,5.1,18.5,400,2024-11-18 03:35:34,2024,11
2024-11-18,150 km E of Saipan,Northern Mariana Islands,15.097,147.1498,5.1,10.0,400,2024-11-18 02:18:49,2024,11
2024-11-18,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-12.7093,-14.5935,5.0,10.0,385,2024-11-18 00:00:45,2024,11
2024-11-17,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-12.7831,-14.711,5.0,10.0,385,2024-11-17 23:16:14,2024,11
2024-11-17,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-12.8337,-14.9719,5.1,10.0,400,2024-11-17 23:05:54,2024,11
2024-11-17,124 km ESE of Kokopo,Papua New Guinea,-4.7992,153.2955,5.1,63.58,400,2024-11-17 18:55:36,2024,11
2024-11-17,156 km SSE of Koshima,Japan,29.0424,131.3968,6.1,8.0,573,2024-11-17 12:16:29,2024,11
2024-11-16,84 km E of Petropavlovsk-Kamchatsky,Russia,53.1113,159.8822,5.0,56.37,385,2024-11-16 13:47:35,2024,11
2024-11-16,14 km NNE of Hiranai,Japan,41.0392,141.0132,5.0,9.94,387,2024-11-16 12:22:17,2024,11
2024-11-16,184 km SSE of Lata,Solomon Islands,-12.1604,166.651,5.4,119.06,449,2024-11-16 08:22:26,2024,11
2024-11-16,southern Mid-Atlantic Ridge,southern Mid-Atlantic Ridge,-15.2575,-13.402,5.1,10.0,400,2024-11-16 02:17:09,2024,11
2024-11-15,36 km ENE of Codrington,Antigua and Barbuda,17.7746,-61.5099,5.0,28.02,389,2024-11-15 21:11:49,2024,11
2024-11-15,southeast of the Loyalty Islands,southeast of the Loyalty Islands,-23.4723,170.5049,5.0,10.0,385,2024-11-15 11:38:17,2024,11
2024-11-15,Balleny Islands region,Balleny Islands region,-61.2858,153.9957,5.5,10.0,465,2024-11-15 10:41:07,2024,11
2024-11-15,133 km SE of Neiafu,Tonga,-19.3958,-172.9908,5.4,10.0,449,2024-11-15 08:41:47,2024,11
2024-11-15,122 km ESE of Kokopo,Papua New Guinea,-4.7548,153.2923,6.6,56.0,672,2024-11-15 05:28:30,2024,11
2024-11-15,117 km WSW of Adak,Alaska,51.5497,-178.2559,5.1,51.8,401,2024-11-15 00:11:57,2024,11
2024-11-14,118 km WSW of Bandar Lampung,Indonesia,-6.0117,104.3629,5.1,92.1,400,2024-11-14 19:08:17,2024,11
2024-11-14,2 km W of Cuajinicuilapa,Mexico,16.47,-98.4401,5.0,41.06,386,2024-11-14 09:16:31,2024,11
2024-11-13,37 km WSW of Ashkāsham,Afghanistan,36.5137,71.1648,5.0,231.72,386,2024-11-13 05:13:20,2024,11
2024-11-13,South Sandwich Islands region,South Sandwich Islands region,-58.7095,-24.8231,5.1,21.15,400,2024-11-13 01:29:31,2024,11
2024-11-13,8 km SSW of Santo Domingo Armenta,Mexico,16.2665,-98.4105,5.0,13.81,385,2024-11-13 00:18:23,2024,11
